playerId,fullName,menuName,nationality,birthDate,height,weight,handCode,positionCode,number,teamId
8482101,Danil Gushchin,Danil Gushchin,RUS,2002-02-06,68,165,L,L,75,21
8481515,Danil Yurtaykin,Danil Yurtaykin,RUS,1997-07-01,71,165,R,L,75,28
8483526,Danil Zhilkin,Danil Zhilkin,CAN,2003-12-19,73,192,L,C,53,52
8483525,Danila Yurov,Danila Yurov,RUS,2003-12-22,73,178,L,R,22,30
8475732,Danny Biega,Danny Biega,CAN,1991-09-29,72,205,R,D,41,12
8477215,Danny DeKeyser,Danny DeKeyser,USA,1990-03-07,75,183,L,D,65,17
8476982,Danny O'Regan,Danny O'Regan,USA,1994-01-30,70,180,R,C,56,17
8479371,Dante Fabbro,Dante Fabbro,CAN,1998-06-20,72,200,R,D,15,29
8478046,Danton Heinen,Danton Heinen,CAN,1995-07-05,74,187,L,L,43,29
8468482,Dany Heatley,Dany Heatley,CAN,1981-01-21,75,212,L,L,15,13
8468660,Darcy Hordichuk,Darcy Hordichuk,CAN,1980-08-10,73,215,L,L,16,22
8475311,Darcy Kuemper,Darcy Kuemper,CAN,1990-05-05,77,215,L,G,35,26
8477498,Darnell Nurse,Darnell Nurse,CAN,1995-02-04,76,215,L,D,25,22
8475423,Darren Archibald,Darren Archibald,CAN,1990-02-09,75,210,L,R,90,9
8476379,Darren Dietz,Darren Dietz,CAN,1993-07-17,73,201,R,D,46,15
8471794,Darren Helm,Darren Helm,CAN,1987-01-21,72,192,L,C,43,21
8478178,Darren Raddysh,Darren Raddysh,CAN,1996-02-28,73,202,R,D,43,14
8473932,Darroll Powe,Darroll Powe,CAN,1985-06-22,71,212,L,C,8,3
8470986,Darryl Boyce,Darryl Boyce,CAN,1984-07-07,72,200,L,C,43,29
8471245,Dave Bolland,Dave Bolland,CAN,1986-06-05,72,184,R,C,NA,53
8475661,Dave Dziurzynski,Dave Dziurzynski,CAN,1989-10-06,75,224,L,L,59,9
8479188,David Ayres,David Ayres,CAN,1977-08-12,72,201,L,G,NA,12
8470655,David Backes,David Backes,USA,1984-05-01,75,215,R,R,21,24
8471266,David Booth,David Booth,USA,1984-11-24,72,212,L,L,17,17
8476304,David Broll,David Broll,CAN,1993-01-04,74,235,L,L,NA,14
8470920,David Clarkson,David Clarkson,CAN,1984-03-31,72,207,R,R,71,10
8471976,David Desharnais,David Desharnais,CAN,1986-09-14,67,180,L,C,51,3
8480063,David Farrance,David Farrance,USA,1999-06-23,71,189,L,D,22,18
8480328,David Gust,David Gust,USA,1994-02-21,70,177,R,R,37,16
8481019,David Gustafsson,David Gustafsson,SWE,2000-04-11,74,196,L,C,41,52
8483460,David Jiricek,David Jiricek,CZE,2003-11-28,76,204,R,D,55,30
8470877,David Jones,David Jones,CAN,1984-08-10,75,208,R,R,12,30
8480144,David Kampf,David Kampf,CZE,1995-01-12,74,198,L,C,64,23
8478436,David Kase,David Kase,CZE,1997-01-28,71,169,L,R,NA,12
8471276,David Krejci,David Krejci,CZE,1986-04-28,72,192,R,C,46,6
8467330,David Legwand,David Legwand,USA,1980-08-17,74,207,L,C,17,7
8473511,David McIntyre,David McIntyre,CAN,1987-02-04,72,190,L,C,34,30
8469664,David Moss,David Moss,USA,1981-12-28,76,210,R,R,18,53
8476426,David Musil,David Musil,CAN,1993-04-09,76,207,L,D,85,22
8477956,David Pastrnak,David Pastrnak,CZE,1996-05-25,72,199,R,R,88,6
8474102,David Perron,David Perron,CAN,1988-05-28,72,202,R,L,57,9
8479496,David Rittich,David Rittich,CZE,1992-08-19,75,200,L,G,33,2
8475182,David Rundblad,David Rundblad,SWE,1990-10-08,74,187,R,D,5,16
8475233,David Savard,David Savard,CAN,1990-10-22,73,235,R,D,58,8
8473673,David Schlemko,David Schlemko,CAN,1987-05-07,73,191,L,D,21,4
8483766,David Spacek,David Spacek,CZE,2003-02-18,72,174,R,D,82,30
8469483,David Steckel,David Steckel,USA,1982-03-15,78,215,L,C,20,24
8485493,David Tomasek,David Tomasek,CZE,1996-02-10,74,210,R,R,86,22
8474666,David Ullstrom,David Ullstrom,SWE,1989-04-22,74,195,L,L,NA,53
8470189,David Van Der Gulik,David Van Der Gulik,CAN,1983-04-20,70,173,L,L,36,26
8474660,David Warsofsky,David Warsofsky,USA,1990-05-30,69,174,L,D,55,12
8477913,David Wolf,David Wolf,DEU,1989-09-15,75,215,L,L,45,20
8474518,Davis Drewiske,Davis Drewiske,USA,1984-11-22,74,222,L,D,43,4
8482110,Dawson Mercer,Dawson Mercer,CAN,2001-10-27,72,180,R,C,91,1
8462036,Daymond Langkow,Daymond Langkow,CAN,1976-09-27,70,181,L,C,22,27
8478567,Dean Kukan,Dean Kukan,CHE,1993-07-08,74,190,L,D,46,29
8483398,Declan Carlile,Declan Carlile,USA,2000-05-18,75,190,L,D,67,14
8480990,Declan Chisholm,Declan Chisholm,CAN,2000-01-12,73,205,L,D,47,15
8470268,Denis Grebeshkov,Denis Grebeshkov,RUS,1983-10-11,72,206,L,D,37,22
8478495,Denis Gurianov,Denis Gurianov,RUS,1997-06-07,75,205,L,R,15,4
8478843,Denis Malgin,Denis Malgin,CHE,1997-01-18,69,182,R,C,81,21
8479395,Dennis Cholowski,Dennis Cholowski,CAN,1998-02-15,74,210,L,D,44,1
8477902,Dennis Everberg,Dennis Everberg,SWE,1991-12-31,76,205,L,R,45,52
8478502,Dennis Gilbert,Dennis Gilbert,USA,1996-10-30,74,216,L,D,6,9
8483710,Dennis Hildeby,Dennis Hildeby,SWE,2001-08-19,79,231,L,G,35,10
8477929,Dennis Rasmussen,Dennis Rasmussen,SWE,1990-07-03,75,192,L,C,22,24
8469619,Dennis Seidenberg,Dennis Seidenberg,DEU,1981-07-18,72,199,L,D,44,2
8469770,Dennis Wideman,Dennis Wideman,CAN,1983-03-20,72,202,R,D,6,20
8483485,Denton Mateychuk,Denton Mateychuk,CAN,2004-07-12,71,188,L,D,5,29
8484142,Denver Barkey,Denver Barkey,CAN,2005-04-27,70,171,L,C,52,4
8473432,Derek Dorsett,Derek Dorsett,CAN,1986-12-20,72,192,R,R,NA,23
8475762,Derek Forbort,Derek Forbort,USA,1992-03-04,76,216,L,D,27,23
8474683,Derek Grant,Derek Grant,CAN,1990-04-20,75,210,L,C,38,24
8471810,Derek Joslin,Derek Joslin,CAN,1987-03-17,73,210,L,D,38,23
8468001,Derek MacKenzie,Derek MacKenzie,CAN,1981-06-11,71,177,L,C,17,13
8470061,Derek Meech,Derek Meech,CAN,1984-04-21,71,200,L,D,7,52
8464966,Derek Morris,Derek Morris,CAN,1978-08-24,72,210,R,D,53,53
8469485,Derek Roy,Derek Roy,CAN,1983-05-04,69,184,L,C,8,22
8478585,Derek Ryan,Derek Ryan,USA,1986-12-29,70,185,R,C,10,22
8473953,Derek Smith,Derek Smith,CAN,1984-10-13,73,197,L,D,36,53
8474613,Derek Stepan,Derek Stepan,USA,1990-06-18,71,196,R,C,21,12
8474500,Derek Whitmore,Derek Whitmore,USA,1984-12-17,70,190,L,L,71,7
8473544,Derick Brassard,Derick Brassard,CAN,1987-09-22,73,200,L,C,61,9
8476884,Derrick Pouliot,Derrick Pouliot,CAN,1994-01-16,72,198,L,D,51,3
8468674,Deryk Engelland,Deryk Engelland,CAN,1982-04-03,74,212,R,D,5,54
8471227,Devan Dubnyk,Devan Dubnyk,CAN,1986-05-04,78,224,L,G,40,21
8475758,Devante Smith-Pelly,Devante Smith-Pelly,CAN,1992-06-14,72,223,R,R,25,15
8482445,Devin Cooley,Devin Cooley,USA,1997-05-25,77,192,L,G,1,20
8483461,Devin Kaplan,Devin Kaplan,USA,2004-01-10,74,199,R,R,68,4
8471682,Devin Setoguchi,Devin Setoguchi,CAN,1987-01-01,72,205,R,R,10,26
8476913,Devin Shore,Devin Shore,CAN,1994-07-19,73,206,L,C,19,30
8482221,Devon Levi,Devon Levi,CAN,2001-12-27,72,192,L,G,27,7
8478038,Devon Toews,Devon Toews,CAN,1994-02-21,73,191,L,D,7,21
8479346,Dillon Dube,Dillon Dube,CAN,1998-07-20,71,185,L,C,29,20
8477471,Dillon Heatherington,Dillon Heatherington,CAN,1995-05-09,76,215,L,D,29,9
8476416,Dillon Simpson,Dillon Simpson,CAN,1993-02-10,74,191,L,D,79,29
8470602,Dion Phaneuf,Dion Phaneuf,CAN,1985-04-10,76,222,L,D,3,26
8480041,Dmitri Samorukov,Dmitri Samorukov,RUS,1999-06-16,75,188,L,D,53,5
8484386,Dmitri Simashev,Dmitri Simashev,RUS,2005-02-04,76,198,L,D,26,68
8481716,Dmitri Voronkov,Dmitri Voronkov,RUS,2000-09-10,77,234,L,L,10,29
8476436,Dmitrij Jaskin,Dmitrij Jaskin,CZE,1993-03-23,74,216,L,R,93,53
8477082,Dmitry Korobov,Dmitry Korobov,BLR,1989-03-12,75,230,L,D,24,14
8475179,Dmitry Kulikov,Dmitry Kulikov,RUS,1990-10-29,73,212,L,D,7,13
8475200,Dmitry Orlov,Dmitry Orlov,RUS,1991-07-23,71,215,L,D,9,28
8478857,Dmytro Timashov,Dmytro Timashov,UKR,1996-10-01,70,189,L,L,41,2
8481562,Domenick Fensore,Domenick Fensore,USA,2001-09-07,69,175,L,D,89,12
8483752,Dominic James,Dominic James,USA,2002-07-03,72,190,L,C,17,14
8468575,Dominic Moore,Dominic Moore,CAN,1980-08-03,72,192,L,C,20,10
8476952,Dominic Toninato,Dominic Toninato,USA,1994-03-09,74,201,L,C,25,16
8477994,Dominic Turgeon,Dominic Turgeon,CAN,1996-02-25,74,203,L,C,NA,30
8480946,Dominik Kahun,Dominik Kahun,DEU,1995-07-02,71,175,L,C,21,22
8477330,Dominik Kubalik,Dominik Kubalik,CZE,1995-08-21,74,192,L,L,81,9
8479942,Dominik Shine,Dominik Shine,USA,1993-04-18,71,177,R,R,50,17
8478866,Dominik Simon,Dominik Simon,CZE,1994-08-08,71,190,L,C,51,24
8476339,Dominik Uher,Dominik Uher,CZE,1992-12-31,72,202,L,C,46,5
8482131,Donovan Sebrango,Donovan Sebrango,CAN,2002-01-12,74,223,L,D,6,13
8467928,Doug Janik,Doug Janik,USA,1980-03-26,74,211,L,D,37,17
8476462,Dougie Hamilton,Dougie Hamilton,CAN,1993-06-17,78,230,R,D,7,1
8468114,Douglas Murray,Douglas Murray,SWE,1980-03-12,75,240,L,D,6,8
8480208,Drake Batherson,Drake Batherson,CAN,1998-04-27,75,209,R,R,19,9
8479465,Drake Caggiula,Drake Caggiula,CAN,1994-06-20,70,179,L,L,8,22
8480221,Drake Rymsha,Drake Rymsha,USA,1998-08-06,72,187,R,C,43,26
8474137,Drayson Bowman,Drayson Bowman,USA,1989-03-08,73,195,L,L,38,8
8482123,Drew Commesso,Drew Commesso,USA,2002-07-19,74,180,L,G,33,16
8474563,Drew Doughty,Drew Doughty,CAN,1989-12-08,73,210,R,D,8,26
8481563,Drew Helleson,Drew Helleson,USA,2001-03-26,75,208,R,D,14,24
8477243,Drew LeBlanc,Drew LeBlanc,USA,1989-06-29,72,194,L,C,14,16
8469569,Drew MacIntyre,Drew MacIntyre,CAN,1983-06-24,73,190,L,G,NA,16
8470778,Drew Miller,Drew Miller,USA,1984-02-17,74,183,L,L,20,17
8482055,Drew O'Connor,Drew O'Connor,USA,1998-06-09,76,209,L,L,18,23
8475213,Drew Shore,Drew Shore,USA,1991-01-29,74,209,R,C,29,12
8471226,Drew Stafford,Drew Stafford,USA,1985-10-30,74,215,R,R,18,1
8478211,Dryden Hunt,Dryden Hunt,CAN,1995-11-24,72,193,L,L,15,20
8470281,Duncan Keith,Duncan Keith,CAN,1983-07-16,73,192,L,D,2,22
8476464,Duncan Siemens,Duncan Siemens,CAN,1993-09-07,75,210,L,D,15,21
8470606,Dustin Brown,Dustin Brown,USA,1984-11-04,72,205,R,R,23,26
8470834,Dustin Byfuglien,Dustin Byfuglien,USA,1985-03-27,77,260,R,D,33,52
8474138,Dustin Jeffrey,Dustin Jeffrey,CAN,1988-02-27,73,205,L,L,15,5
8471208,Dustin Penner,Dustin Penner,CAN,1982-09-28,76,247,L,L,17,15
8474682,Dustin Tokarski,Dustin Tokarski,CAN,1989-09-16,72,198,L,G,34,12
8481692,Dustin Wolf,Dustin Wolf,USA,2001-04-16,72,166,L,G,32,20
8460806,Dwayne Roloson,Dwayne Roloson,CAN,1969-10-12,73,170,L,G,30,14
8474100,Dwight King,Dwight King,CAN,1989-07-05,76,229,L,L,21,8
8479639,Dylan Coghlan,Dylan Coghlan,CAN,1998-02-19,74,205,R,D,52,54
8481528,Dylan Cozens,Dylan Cozens,CAN,2001-02-09,75,205,R,C,24,9
8476331,Dylan DeMelo,Dylan DeMelo,CAN,1993-05-01,73,194,R,D,2,52
8482663,Dylan Duke,Dylan Duke,USA,2003-03-04,70,184,L,L,53,14
8480263,Dylan Ferguson,Dylan Ferguson,CAN,1998-09-20,74,194,L,G,33,30
8479580,Dylan Gambrell,Dylan Gambrell,USA,1996-08-26,72,191,R,C,18,29
8482699,Dylan Guenther,Dylan Guenther,CAN,2003-04-10,73,191,R,R,11,68
8482077,Dylan Holloway,Dylan Holloway,CAN,2001-09-23,73,207,L,L,81,19
8477946,Dylan Larkin,Dylan Larkin,USA,1996-07-30,73,204,L,C,71,17
8475795,Dylan McIlrath,Dylan McIlrath,CAN,1992-04-20,77,240,R,D,52,15
8475153,Dylan Olsen,Dylan Olsen,USA,1991-01-03,74,223,L,D,4,13
8470798,Dylan Reese,Dylan Reese,USA,1984-08-29,73,205,R,D,46,53
8480049,Dylan Samberg,Dylan Samberg,USA,1999-01-24,76,216,L,D,54,52
8478106,Dylan Sikura,Dylan Sikura,CAN,1995-06-01,71,170,L,R,79,24
8478440,Dylan Strome,Dylan Strome,CAN,1997-03-07,76,200,L,C,17,15
8479380,Dylan Wells,Dylan Wells,CAN,1998-01-03,74,190,L,G,NA,18
8478062,Dysin Mayo,Dysin Mayo,CAN,1996-08-17,72,190,R,D,37,29
8484158,Easton Cowan,Easton Cowan,CAN,2005-05-20,72,190,L,R,53,10
8460492,Ed Jovanovski,Ed Jovanovski,CAN,1976-06-26,75,220,L,D,55,13
8475663,Eddie Lack,Eddie Lack,SWE,1988-01-05,76,187,L,G,31,1
8475277,Edward Pasquale,Edward Pasquale,CAN,1990-11-20,74,215,L,G,80,14
8480009,Eeli Tolvanen,Eeli Tolvanen,FIN,1999-04-22,70,182,L,R,20,55
8480185,Eetu Luostarinen,Eetu Luostarinen,FIN,1998-09-02,75,191,L,C,27,13
8480199,Eetu Makiniemi,Eetu Makiniemi,FIN,1999-04-19,74,184,L,G,32,4
8481585,Egor Afanasyev,Egor Afanasyev,RUS,2001-01-23,76,211,L,L,11,28
8482475,Egor Chinakhov,Egor Chinakhov,RUS,2001-02-01,73,203,L,R,59,5
8479510,Egor Korshkov,Egor Korshkov,RUS,1996-07-10,76,180,L,R,96,13
8481102,Egor Sokolov,Egor Sokolov,RUS,2000-06-07,75,222,R,L,73,68
8480948,Egor Yakovlev,Egor Yakovlev,RUS,1991-09-17,72,190,L,D,74,1
8481178,Egor Zamula,Egor Zamula,RUS,2000-03-30,75,200,L,D,6,29
8477496,Elias Lindholm,Elias Lindholm,SWE,1994-12-02,73,200,R,C,28,6
8480012,Elias Pettersson,Elias Pettersson 1,SWE,1998-11-12,74,176,L,C,40,23
8483678,Elias Pettersson,Elias Pettersson 2,SWE,2004-02-16,74,185,L,D,25,23
8483510,Elias Salomonsson,Elias Salomonsson,SWE,2004-08-31,72,172,R,D,57,52
8482452,Elliot Desnoyers,Elliot Desnoyers,CAN,2002-01-21,71,183,L,L,73,4
8481725,Elmer Soderblom,Elmer Soderblom,SWE,2001-07-05,80,252,L,L,85,17
8478007,Elvis Merzlikins,Elvis Merzlikins,LVA,1994-04-13,75,190,L,G,90,29
8475770,Emerson Etem,Emerson Etem,USA,1992-06-16,73,212,L,R,26,53
8482126,Emil Andrae,Emil Andrae,SWE,2002-02-23,69,189,L,D,36,4
8480205,Emil Bemstrom,Emil Bemstrom,SWE,1999-06-01,72,190,R,C,52,5
8482476,Emil Heineman,Emil Heineman,SWE,2001-11-16,74,204,L,L,51,2
8482929,Emil Lilleberg,Emil Lilleberg,NOR,2001-02-02,75,215,L,D,78,14
8477486,Emile Poirier,Emile Poirier,CAN,1994-12-14,74,196,L,L,28,20
8484471,Emmitt Finnie,Emmitt Finnie,CAN,2005-06-27,73,195,L,C,58,17
8477227,Eriah Hayes,Eriah Hayes,USA,1988-07-07,76,210,R,R,76,28
8465050,Eric Belanger,Eric Belanger,CAN,1977-12-16,71,185,L,C,20,22
8460720,Eric Boulton,Eric Boulton,CAN,1976-08-17,72,227,L,L,36,2
8466142,Eric Brewer,Eric Brewer,CAN,1979-04-17,76,216,L,D,2,10
8477480,Eric Comrie,Eric Comrie,CAN,1995-07-06,73,190,L,G,1,52
8470611,Eric Fehr,Eric Fehr,CAN,1985-09-07,76,209,R,C,21,30
8475199,Eric Gelinas,Eric Gelinas,CAN,1991-05-08,76,215,L,D,23,12
8473468,Eric Gryba,Eric Gryba,CAN,1988-04-14,76,222,R,D,2,1
8470180,Eric Nystrom,Eric Nystrom,USA,1983-02-14,73,200,L,L,24,18
8474603,Eric O'Dell,Eric O'Dell,CAN,1990-06-21,73,200,R,C,NA,7
8480762,Eric Robinson,Eric Robinson,USA,1995-06-14,74,220,L,L,50,12
8474554,Eric Selleck,Eric Selleck,CAN,1987-10-20,74,208,L,L,42,53
8470595,Eric Staal,Eric Staal,CAN,1984-10-29,76,195,L,C,12,13
8474025,Eric Tangradi,Eric Tangradi,USA,1989-02-10,76,226,L,L,34,1
8474892,Eric Wellwood,Eric Wellwood,CAN,1990-03-06,71,180,L,L,11,4
8480073,Erik Brannstrom,Erik Brannstrom,SWE,1999-09-02,70,185,L,D,26,7
8475982,Erik Burgdoerfer,Erik Burgdoerfer,USA,1988-12-11,73,207,R,D,46,9
8478416,Erik Cernak,Erik Cernak,SVK,1997-05-28,76,230,R,D,81,14
8470299,Erik Christensen,Erik Christensen,CAN,1983-12-17,73,200,L,C,26,30
8467396,Erik Cole,Erik Cole,USA,1978-11-06,74,205,L,L,72,17
8473588,Erik Condra,Erik Condra,USA,1986-08-06,71,185,R,R,27,25
8475790,Erik Gudbranson,Erik Gudbranson,CAN,1992-01-07,77,222,R,D,44,29
8475640,Erik Gustafsson,Erik Gustafsson 1,SWE,1988-12-15,70,180,L,D,26,4
8476979,Erik Gustafsson,Erik Gustafsson 2,SWE,1992-03-14,72,190,L,D,56,17
8475287,Erik Haula,Erik Haula,FIN,1991-03-23,71,191,L,L,56,18
8473446,Erik Johnson,Erik Johnson,USA,1988-03-21,76,225,R,D,6,21
8478902,Erik Kallgren,Erik Kallgren,SWE,1996-10-14,75,200,L,G,31,1
8474578,Erik Karlsson,Erik Karlsson,SWE,1990-05-31,72,185,R,D,65,5
8481707,Erik Portillo,Erik Portillo,SWE,2000-09-03,78,218,L,G,1,26
8476902,Esa Lindell,Esa Lindell,FIN,1994-05-23,75,217,L,D,23,25
8478451,Ethan Bear,Ethan Bear,CAN,1997-06-26,71,219,R,D,74,2
8482206,Ethan Cardwell,Ethan Cardwell,CAN,2002-08-30,71,180,R,R,56,28
8482807,Ethan Del Mastro,Ethan Del Mastro,CAN,2003-01-15,76,210,L,D,38,16
8460504,Ethan Moreau,Ethan Moreau,CAN,1975-09-22,75,223,L,L,17,26
8479289,Ethan Prow,Ethan Prow,USA,1992-11-17,71,182,R,D,6,7
8483573,Ethen Frank,Ethen Frank,USA,1998-02-05,71,188,R,C,53,15
8480803,Evan Bouchard,Evan Bouchard,CAN,1999-10-20,75,192,R,D,2,22
8471730,Evan Brophey,Evan Brophey,CAN,1986-12-03,74,199,L,C,47,21
8477091,Evan McEneny,Evan McEneny,CAN,1994-05-22,74,203,L,D,61,23
8475104,Evan Oberg,Evan Oberg,CAN,1988-02-16,72,191,L,D,43,14
8478542,Evan Rodrigues,Evan Rodrigues,CAN,1993-07-28,71,182,R,C,17,13
8475169,Evander Kane,Evander Kane,CAN,1991-08-02,74,218,L,L,91,23
8471215,Evgeni Malkin,Evgeni Malkin,RUS,1986-07-31,77,213,L,C,71,5
8460705,Evgeni Nabokov,Evgeni Nabokov,RUS,1975-07-25,72,202,L,G,20,28
8474149,Evgenii Dadonov,Evgenii Dadonov,RUS,1989-03-12,71,188,L,L,33,1
8474634,Evgeny Grachev,Evgeny Grachev,RUS,1990-02-21,76,225,R,C,78,19
8475744,Evgeny Kuznetsov,Evgeny Kuznetsov,RUS,1992-05-19,74,207,L,C,92,12
8478563,Evgeny Medvedev,Evgeny Medvedev,RUS,1982-08-27,75,187,L,D,82,4
8478431,Evgeny Svechnikov,Evgeny Svechnikov,RUS,1996-10-31,75,208,L,L,10,28
8474552,Fabian Brunnstrom,Fabian Brunnstrom,SWE,1985-02-06,73,206,L,L,76,17
8482763,Fabian Lysell,Fabian Lysell,SWE,2003-01-19,71,186,R,R,23,6
8480188,Fabian Zetterlund,Fabian Zetterlund,SWE,1999-08-25,71,208,R,L,20,9
8482768,Fedor Svechkov,Fedor Svechkov,RUS,2003-04-05,72,187,L,C,40,18
8469492,Fedor Tyutin,Fedor Tyutin,RUS,1983-07-19,74,221,L,D,51,21
8478433,Felix Sandstrom,Felix Sandstrom,SWE,1997-01-12,74,211,L,G,32,7
8478488,Filip Chlapik,Filip Chlapik,CZE,1997-06-03,74,194,L,C,78,9
8480078,Filip Chytil,Filip Chytil,CZE,1999-09-05,74,210,L,C,72,23
8476887,Filip Forsberg,Filip Forsberg,SWE,1994-08-13,73,205,R,L,9,18
8479406,Filip Gustavsson,Filip Gustavsson,SWE,1998-06-07,74,184,L,G,32,30
8480842,Filip Hallander,Filip Hallander,SWE,2000-06-29,73,203,L,C,11,5
8479425,Filip Hronek,Filip Hronek,CZE,1997-11-02,72,190,R,D,17,23
8480820,Filip Kral,Filip Kral,CZE,1999-10-20,74,192,L,D,82,5
8462225,Filip Kuba,Filip Kuba,CZE,1976-12-29,76,225,L,D,17,13
8483619,Filip Roos,Filip Roos,SWE,1999-01-05,76,200,L,D,48,9
8480821,Filip Zadina,Filip Zadina,CZE,1999-11-27,72,190,L,R,18,28
8484403,Florian Xhekaj,Florian Xhekaj,CAN,2004-06-27,75,195,L,L,63,8
8465914,Francis Bouillon,Francis Bouillon,USA,1975-10-17,68,194,L,D,55,8
8470777,Francis Wathier,Francis Wathier,CAN,1984-12-07,76,210,L,L,48,25
8467400,Francois Beauchemin,Francois Beauchemin,CAN,1980-06-04,71,208,L,D,23,24
8476302,Frank Corrado,Frank Corrado,CAN,1993-03-26,72,205,R,D,18,5
8483493,Frank Nazar,Frank Nazar,USA,2004-01-14,70,190,R,C,91,16
8478366,Frank Vatrano,Frank Vatrano,USA,1994-03-14,71,203,L,R,77,24
8470144,Frans Nielsen,Frans Nielsen,DNK,1984-04-24,73,186,L,C,81,17
8483489,Fraser Minten,Fraser Minten,CAN,2004-07-05,74,204,L,C,93,6
8473712,Frazer McLaren,Frazer McLaren,CAN,1987-10-29,77,230,L,L,68,28
8475878,Freddie Hamilton,Freddie Hamilton,CAN,1992-01-01,73,195,R,C,13,53
8477919,Freddy Gaudreau,Freddy Gaudreau,CAN,1993-05-01,72,184,R,C,89,55
8479329,Frederic Allard,Frederic Allard,CAN,1997-12-27,73,179,R,D,82,8
8483017,Frederic Brunet,Frederic Brunet,CAN,2003-08-21,75,200,L,D,59,6
8475883,Frederik Andersen,Frederik Andersen,DNK,1989-10-02,76,229,L,G,31,12
8477512,Frederik Gauthier,Frederik Gauthier,CAN,1995-04-26,77,239,L,C,38,1
8476368,Fredrik Claesson,Fredrik Claesson,SWE,1992-11-24,73,196,L,D,3,14
8482248,Fredrik Handemark,Fredrik Handemark,SWE,1993-08-27,76,210,L,C,37,28
8479518,Fredrik Karlstrom,Fredrik Karlstrom,SWE,1998-01-12,75,195,L,C,46,2
8478028,Fredrik Olofsson,Fredrik Olofsson,SWE,1996-05-27,74,190,L,L,22,21
8473647,Frédéric St-Denis,Frédéric St-Denis,CAN,1986-01-23,71,192,L,D,28,29
8484210,Gabe Perreault,Gabe Perreault,CAN,2005-05-07,71,180,L,R,94,3
8475268,Gabriel Bourque,Gabriel Bourque,CAN,1990-09-23,70,206,L,L,57,8
8478506,Gabriel Carlsson,Gabriel Carlsson,SWE,1997-01-02,77,195,L,D,18,15
8475254,Gabriel Dumont,Gabriel Dumont,CAN,1990-10-06,70,195,R,C,40,14
8480863,Gabriel Fortier,Gabriel Fortier,CAN,2000-02-06,71,179,L,L,82,14
8476455,Gabriel Landeskog,Gabriel Landeskog,SWE,1992-11-23,73,215,L,L,92,21
8480014,Gabriel Vilardi,Gabriel Vilardi,CAN,1999-08-16,75,216,R,C,13,52
8481813,Gaetan Haas,Gaetan Haas,CHE,1992-01-31,72,181,R,C,91,22
8482201,Gage Goncalves,Gage Goncalves,CAN,2001-01-16,73,189,L,C,93,14
8479748,Gage Quinney,Gage Quinney,USA,1995-07-29,72,206,L,C,72,54
8477903,Garnet Hathaway,Garnet Hathaway,USA,1991-11-23,74,212,R,R,19,4
8476343,Garret Sparks,Garret Sparks,USA,1993-06-28,75,220,L,G,80,26
8475291,Garrett Mitchell,Garrett Mitchell,CAN,1991-09-02,71,198,R,R,76,15
8479516,Garrett Pilon,Garrett Pilon,CAN,1998-04-13,71,209,R,C,45,9
8475253,Garrett Wilson,Garrett Wilson,CAN,1991-03-16,75,218,L,L,87,10
8479945,Gavin Bayreuther,Gavin Bayreuther,USA,1994-05-12,74,210,L,D,25,7
8484149,Gavin Brindley,Gavin Brindley,USA,2004-10-05,68,173,R,C,54,21
8476966,Gemel Smith,Gemel Smith,CAN,1994-04-16,70,203,L,C,64,14
8468095,George Parros,George Parros,USA,1979-12-29,77,224,R,R,15,8
8484312,Georgi Romanov,Georgi Romanov,RUS,1999-12-15,77,207,L,G,31,19
8483567,Georgii Merkulov,Georgii Merkulov,RUS,2000-10-10,71,174,L,C,42,6
8479424,German Rubtsov,German Rubtsov,RUS,1998-06-27,74,178,L,C,50,13
8479933,Gerry Mayhew,Gerry Mayhew,USA,1992-12-31,69,161,R,C,8,13
8471680,Gilbert Brule,Gilbert Brule,CAN,1987-01-01,71,187,R,C,8,27
8480213,Gilles Senn,Gilles Senn,CHE,1996-03-01,77,191,R,G,31,1
8479613,Giovanni Fiore,Giovanni Fiore,CAN,1996-08-13,73,188,L,R,90,53
8479379,Givani Smith,Givani Smith,CAN,1998-02-27,74,214,L,R,42,12
8478446,Glenn Gawdin,Glenn Gawdin,CAN,1997-03-25,73,195,R,C,57,26
8481578,Graeme Clarke,Graeme Clarke,USA,2001-04-24,72,175,R,R,NA,15
8471482,Grant Clitsome,Grant Clitsome,CAN,1985-04-14,71,211,L,D,24,52
8480306,Grant Hutton,Grant Hutton,USA,1995-07-25,75,210,R,D,34,2
8475735,Greg McKegg,Greg McKegg,CAN,1992-06-17,72,195,L,C,15,22
8474587,Greg Nemisz,Greg Nemisz,CAN,1990-06-05,75,197,R,R,33,12
8474688,Greg Pateryn,Greg Pateryn,USA,1990-06-20,74,221,R,D,29,24
8473867,Greg Rallo,Greg Rallo,USA,1981-08-26,72,195,R,C,37,13
8468636,Greg Zanon,Greg Zanon,CAN,1980-06-05,71,201,L,D,4,13
8470169,Gregory Campbell,Gregory Campbell,CAN,1983-12-17,72,188,L,C,9,29
8476345,Gregory Hofmann,Gregory Hofmann,CHE,1992-11-13,72,194,L,C,15,29
8479969,Griffen Molino,Griffen Molino,USA,1994-01-21,71,171,L,C,13,23
8476852,Griffin Reinhart,Griffin Reinhart,CAN,1994-01-24,76,212,L,D,8,54
8480844,Grigori Denisenko,Grigori Denisenko,RUS,2000-06-24,71,198,R,L,47,18
